name_of_Dish,Diet_Type,Course_name,Discrption_of_Dish,Cuisine_name,Ratings_of_Dish,Similar_Dishes,Ingredients_of_Dish,Prepration_time,Cooking_time,Total_time,Makes,Recipe_Instructions
Oats Ven Pongal Recipe,Diet: Vegetarian,Course: South Indian Breakfast,"The Oats Ven Pongal Recipe is a simple, wholesome and full of flavor dish that is very quick and easy to make. The Oats Pongal is made very similar to the Traditional Rice Ven Pongal, except that the cooking time is reduced. I created this recipe as part of my Saffola FitFoodie, collaboration. Surprisingly, the addition of oats did not change the taste of the Pongal and it still remained to be creamy and full of flavors from the ghee, ginger and black pepper. If you are looking to cut down rice from your diet then the recipe of Oats Pongal will be a hit. Serve Oats Ven Pongal Recipe with South Indian Coconut Chutney and Sakkare Millet Pongal Recipe.",['Cuisine: South Indian Recipes'],4.9,"['Oats And Spinach Pongal Recipe', 'Foxtail Millet Pongal Recipe', 'Rava Pongal Recipe']","['Ghee', 'Instant Oats (Oatmeal)', 'Yellow Moong Dal (Split)', 'Salt', 'Ghee', 'Cashew nuts', 'Ginger', 'Asafoetida (hing)', 'Whole Black Peppercorns', 'Curry leaves']",10 M, 30 M, 40 M, 3-4 Servin,"['To begin making the Oats Ven Pongal Recipe we will first cook the Yellow Split Moong Dal. I will be using a pressure cooker to cook the Moong Dal. You can also use the saucepan method.', 'Rinse the Moong Dal under water and place it in the pressure cooker. Add 3/4 cup of water and cook the Moong Dal, cover the pan, place the weight on and until you hear one whistle. After the first whistle, turn the heat to low and simmer for 3 to 4 minutes. After 3 to 4 minutes, turn off the heat and allow the pressure to release naturally. Keep this aside.', 'In our next step, we will roast and cook the oats. Heat a tablespoon of ghee in a heavy bottomed pan on medium heat. Add the oats and saute on medium heat until the oats gets lightly toasted. Add in 3/4 cup of water and cook the oats. This will take about 3 to 4 minutes. Keep stirring continuously until the oats is cooked.', 'Once the oats are cooked, stir in the cooked Moong dal and add some salt to taste. Cover the pan and keep the heat on low, while we proceed to prepare the seasoning.', 'To make the seasoning for the Oats Ven Pongal; heat 2 tablespoons of ghee on medium heat. Add the cashew nuts and allow it to roast until golden brown. As you notice the cashew nuts changing color, add the ginger, pepper, curry leaves and asafoetida and give the mixture a stir for a few seconds. Turn off the heat.', 'In the final step, add the seasoning mixture to the Oat Ven Pongal and stir well to combine.', 'Serve the Oats Ven Pongal along with Coconut Chutney and Oats Sakkarai Pongal\xa0for the ""Festival of Pongal"", for breakfast or even for dinner.']"
Oats Sakkarai Pongal Recipe,Diet: Vegetarian,Course: Dessert,"The Oats Sakkarai Pongal Recipe is a simple, wholesome and full of flavor dish that is very quick and easy to make. I created this recipe as part of my Saffola FitFoodie, collaboration. Surprisingly, the addition of oats did not change the taste of the Sakkarai Pongal and it still remained to be creamy and full of flavors from the ghee, jaggery and cardamom. If you are looking to cut down rice from your diet then the recipe of Oats Sakkarai Pongal will be a hit.",['Cuisine: South Indian Recipes'],4.9,"['Barnyard Millet Sweet Pongal Recipe (Kuthiraivali Sakkarai Pongal)', 'Sakkare Millet Pongal Recipe', 'Kalkandu (Kallusakkare) Pongal Recipe | Rice Pudding with Rock Candy']","['Ghee', 'Instant Oats (Oatmeal)', 'Jaggery', 'Cardamom Powder (Elaichi)', 'Yellow Moong Dal (Split)', 'Ghee', 'Cashew nuts']",15 M, 30 M, 45 M, 3 Servings,"['To begin making the Oats Sakkarai Pongal Recipe we will first cook the Yellow Split Moong Dal. I will be using a pressure cooker to cook the Moong Dal. You can also use the saucepan method.', 'Rinse the Moong Dal under water and place it in the pressure cooker. Add 3/4 cup of water and cook the Moong Dal, cover the pan, place the weight on and until you hear one whistle. After the first whistle, turn the heat to low and simmer for 3 to 4 minutes. After 3 to 4 minutes, turn off the heat and allow the pressure to release naturally. Keep this aside.', 'In our next step, we will roast and cook the oats. Heat a tablespoon of ghee in a heavy bottomed pan on medium heat. Add the oats and saute on medium heat until the oats gets lightly toasted. Add in 3/4 cup of water and cook the oats. This will take about 3 to 4 minutes. Keep stirring continuously until the oats is cooked.', 'Once the oats are cooked, stir in the jaggery and allow the jaggery to melt into the oats mixture. Next stir in the cooked Moong dal and the cardamom powder. Check the taste and adjust the sweetness to suit your taste. Cover the pan and keep the heat on low, while we proceed to prepare the seasoning.', 'To make the seasoning for the Oats Sakkarai Pongal; heat 2 tablespoons of ghee on medium heat. Add the cashew nuts and allow it to roast until golden brown. Turn off the heat.', 'In the final step, add the seasoning mixture to the Oats Sakkari Pongal and stir well to combine.', 'Serve the Oats Sakkarai Pongal for the ""Festival of Pongal"" or even for breakfast along with Oats Ven Pongal, or Foxtail Millet Pongal Recipe.']"
Pear and Apple Coleslaw Recipe,Diet: Vegetarian,Course: Appetizer,"The Pear and Apple Coleslaw Recipe is a wholesome salad that is simple and quick to make and full of flavors. Coleslaw is essentially a salad comprising of vegetables tossed in mayonnaise. This particular recipe, however, uses a healthy alternative. The fruits in the coleslaw gives the salad a sweet after taste that is much loved! Prepping the dressing in advance gives the ingredients a chance to fuse into each other rendering a creamy delicious sauce. The Pear and Apple Coleslaw makes a perfect accompaniment with Beet Quinoa Sliders Recipe; I quite often fill my Pita Bread with the Pear and Apple Coleslaw Recipe and serve it for dinner.",['Cuisine: Continental'],4.9,"['Crunchy Creamy Coleslaw Recipe', 'Tofu & Veggie Coleslaw Sandwich Recipe', 'Peanut Sesame Slaw Recipe']","['Cabbage (Patta Gobi/ Muttaikose)', 'Apple', 'Pears', 'Curd (Dahi / Yogurt)', 'Pineapple juice', 'Tabasco Original - Hot Sauce', 'Sugar', 'Coriander (Dhania) Leaves']",15 M," 0 M
", 15 M, 3-4 Servin,"['To begin making the Pear and Apple Coleslaw Recipe; we will first get the dressing for the salad ready.To make the dressing for the coleslaw, whisk together yogurt, hot sauce, pineapple juice and sugar in a large bowl with a wire whisk until well combined. The dressing can be prepped in advance and refrigerated until required.', 'To make the dressing for the coleslaw, whisk together yogurt, hot sauce, pineapple juice and sugar in a large bowl with a wire whisk until well combined. The dressing can be prepped in advance and refrigerated until you are ready to use it for a salad.', 'With the help of a mandoline or a knife, shred half the cabbage, slice and julienne the apple and pear. The use of mandoline ensures uniformity in the size.', 'Finally, in a salad bowl, toss the cabbage, apple and pear. Drizzle over the chilled dressing and mix well.', 'Chill the Fruit Coleslaw and garnish with finely chopped coriander just before serving.', 'The Pear and Apple Coleslaw makes a perfect accompaniment with\xa0Beet Quinoa Sliders Recipe; I quite often fill my\xa0Pita Bread\xa0with the Pear and Apple Coleslaw Recipe and serve it for dinner.']"
बिना प्याज लहसुन के कच्चे टमाटर की सब्ज़ी रेसिपी - No Onion No Garlic Raw Tomato Sabzi (Recipe In Hindi),Diet: Vegetarian,Course: Dinner,कच्चे टमाटर को हम बहुत ही कम उपयोग करते है क्यूंकि लोगो को अक्सर इसका स्वाद पसंद नहीं आता. लेकिन आप यह सब्ज़ी बना सकते है क्यूंकि यह बहुत ही स्वादिष्ठ है और कम समय में बन जाती है. बिना प्याज लहसुन के कच्चे टमाटर की सब्ज़ी में कच्चे टमाटर को मसालो के साथ पकाया जाता है. इस सब्ज़ी को एक बार बनाये और विश्वास करें आप यह बार बार बनाएंगे। ,['Cuisine: Indian'],4.9,"['केरला टमाटर फ्राई\xa0', 'बेसन और मिर्च की सब्ज़ी\xa0', 'मेथी की सब्ज़ी']","['टमाटर', 'हरी मिर्च', 'जीरा', 'कढ़ी पत्ता', 'हल्दी पाउडर', 'लाल मिर्च पाउडर\xa0', 'धनिया पाउडर', 'नमक', 'गुड़', 'तेल', 'गरम मसाला पाउडर']",10 M, 20 M, 30 M, 6 Servings,"['बिना प्याज लहसुन के कच्चे टमाटर की सब्ज़ी बनाने के लिए सबसे पहले कच्चे टमाटर को सीधे काट ले.', 'अब एक कढ़ाई में तेल गरम करें और उसमे जीरा\xa0डाले। 10 सेकण्ड्स बाद उसमे हरी मिर्च, कढ़ी पत्ता डाले और मिला ले.', '10 सेकण्ड्स बाद हल्दी पाउडर डाले और मिलाए।अब कच्चे टमाटर डाले और 1 मिनट तक पकने दे. उसके बाद उसमे लाल मिर्च पाउडर, धनिया पाउडर और नमक डाले।', '2 मिनट पकने के बाद इसमें गुड़ और गरम मसाला डाले। अच्छी\xa0तरह से मिलाए और हरे धनिये से गार्निश करें।', 'बिना प्याज लहसुन के कच्चे टमाटर की सब्ज़ी को दाल फ्राई और फुल्के के साथ दिन के खाने के लिए परोसे।']"
Rajasthani Kanji Vada Recipe,Diet: High Protein Vegetarian,Course: Snack,"The Kanji Vada Recipe is a traditional recipe from Rajasthan and a delicious dish that is made from lentils soaked in a mildly spicy fermented mustard curry. Traditionally the Kanji Vadas are deep fried, but I have pan fried them using my favorite Kuzhi Paniyaram Pan. I have also used moong sprouts that adds to the nutrition of the vadas. Serve the Rajasthani Kanji Vada Recipe as a tea time snack or as a side dish for parties.",['Cuisine: Rajasthani'],4.8,"['Rajasthani Gunde Ka Achaar Recipe (Bird Lime Pickle)', 'Rajasthani Khooba Roti Recipe', 'Rajasthani Dal Muthiya Recipe']","['Yellow Moong Dal (Split)', 'Green Moong Sprouts', 'Ginger', 'Green Chillies', 'Fennel seeds (Saunf)', 'Oil', 'Curry leaves', 'Salt', 'Mustard seeds (Rai/ Kadugu)', 'Black Salt (Kala Namak)', 'Red Chilli powder', 'Asafoetida (hing)', 'Salt']",25 M, 45 M, 70 M, 4 Servings,"['To begin making the Rajasthani Kanji Vada Recipe, we will first make the Kanji. The kanji once made has to be fermented for at least 24 hours.', 'Combine all the ingredients for the Kanji in the small jar of the blender to make a smooth powder. Transfer the powder to a large bowl that has a lid. Add 1-1/2 liters of water to the powder and stir well to combine. Check the salt and spices and adjust to suit your taste. Cover the Kanji water with a lid and refrigerate for 24 hours.', ""Once you are ready to make the Kanji Vada's we will prepare to make the vada for this recipe."", 'Make sure you have soaked the dal for atleast two hours. Drain the water.', 'Add the soaked dal, the moon sprouts, ginger and green chiles into a food processor and grind to a smooth thick batter without adding any water.', 'Next step is to pan fry the Vada. Heat a Kuzhi Paniyaram Pan on medium heat. Add a few drops of oil into each cavity. Spoon a portion of the vada and add it into the cavity. Cook the vadas evenly on both sides until golden brown on both sides and it is cooked from the inside.', 'You can optionally cover the pan and cook the vadas. Proceed the same way with all the remaining vada batter.', 'Heat a large bowl with water and warm it slightly. Once warm, turn off the heat. Soak the pan fried vadas in the water for about 1/2 an hour. This will soften the vadas as soon as they are fried. Very similar to the dahi vada.', 'Drain off the excess water from the vada and place it in a large serving bowl. Pour the fermented Kanji water into the vadas and refrigerate for a couple of more hours until the vadas get soaked well in the spicy kanji water and serve.', 'Serve the Rajasthani Kanji Vada Recipe as a tea time snack or as a side dish for parties.']"
Rajasthani Badi Ki Sabzi,Diet: Vegetarian,Course: Lunch,Rajasthani Badi Ki Sabzi is an easy and quick recipe that can be prepared in less than 30 minutes. It is a perfect recipe when you are too lazy to cook or you do not have any vegetables in your fridge.,['Cuisine: Rajasthani'],4.9,"['Pitor Ki Sabzi', 'Rabodi Ki Sabzi', 'Panchmel Dal']","['Badi (wadi)', 'Ghee', 'Curry leaves', 'Mustard seeds (Rai/ Kadugu)', 'Asafoetida (hing)', 'Green Chillies', 'Garlic', 'Onion', 'Water', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Coriander Powder (Dhania)', 'Salt', 'Coriander (Dhania) Leaves']",15 M, 20 M, 35 M, 4 Servings,"['To begin making the Rajasthani Badi Ki Sabzi recipe, add ghee in a wide pan. Add mustard seeds, curry leaves, asafoetida and cook it till the mustard seeds crackle.', 'Once it crackles, add the green chillies and chopped garlic. Saute it for about a minute or two.', 'After a minute or two, add the finely chopped onions and cook it till the onion becomes soft and translucent.', 'Once it is done, add red chili powder, turmeric powder, coriander powder and salt. Let it cook for about 3 to 4 minutes.', 'After 3 to 4 minutes, add the required water and cook it for about 5 to 6 minutes.', 'After 5 to 6 minutes, add the badi and let it cook for 2 more minutes. (if you want a little thick gravy cook for 5 to 6 minutes).', 'Once it is done, switch off the flame and garnish it with chopped coriander leaves.', 'Serve Rajasthani Badi Ki Sabzi with hot\xa0phulkas\xa0or\xa0whole wheat lachha paratha\xa0for a delicious weekday lunch or dinner.']"
Rajasthani Ghasela Recipe (Besan Ka Pitta),Diet: Vegetarian,Course: Lunch,Rajasthani Ghasela is made with the combination of besan and all the spice powders. It is a perfect dish to eat when you are out of vegetables in your fridge. It is easy and takes less than 20 minutes to cook this recipe.,['Cuisine: Rajasthani'],4.8,"['Pitor Ki Sabzi', 'Rajasthani Gatte Ki Sabzi', 'Rabodi Ki Sabzi']","['Oil', 'Cumin seeds (Jeera)', 'Asafoetida (hing)', 'Onion', 'Green Chillies', 'Spring Onion Greens', 'Gram flour (besan)', 'Coriander (Dhania) Leaves', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Salt']",10 M, 20 M, 30 M, 4 Servings,"['To begin making the Rajasthani Ghasela recipe, heat oil in a heavy bottomed pan and add cumin seeds and hing.', 'Once the cumin seeds splutter, add the green chillies and onions. Cook till the onion becomes soft and translucent.', 'Meanwhile, add water in besan in a mixing bowl and put all the masalas including red chilli powder, turmeric powder and the required salt.', 'Mix everything properly and add the spring onion leaves.', 'Put this mixture into the pan and stir continuously for about 20 minutes or till the besan is cooked properly.', 'Once done, garnish it with chopped coriander leaves and serve hot.', 'Serve Rajasthani Ghasela Recipe as a side dish with\xa0Panchmel dal\xa0and Khooba Roti or the\xa0phulkas\xa0for a perfect weekday meal.']"
Rajasthani Khooba Roti Recipe,Diet: Vegetarian,Course: Lunch,Rajasthani Khooba Roti is a popular Rajasthani cuisine dish that is prepared quite often in Rajasthan household. They are made with wheat flour and ghee. It is another Indian bread which is prepared in a different way. ,['Cuisine: Rajasthani'],4.8,"['Rajasthani Dal Muthiya', 'Rajasthani Laal Maas\xa0', 'Rajasthani Kadhi\xa0', 'Gatte Ki Sabzi']","['Whole Wheat Flour', 'Salt', 'Water', 'Ghee']",20 M, 25 M, 45 M, 4 Servings,"['To begin with,\xa0Rajasthani Khooba Roti first, in a large mixing bowl, add flour, salt, and water, Mix together with your hands to form crumbs.', 'Add water to combine it well and make a smooth and yet stiff dough.', 'Leave the dough aside for 15 minutes so it rests.', 'Pinch a large lemon sized ball from the dough and roll it to make a ball. Dust the counter well and roll out the dough ball to make a thick round roti.', 'Spread a little ghee on one side of the roti and place that side on the tawa. After 20 seconds, flip the roti and start pinching on the top of the roti.', 'Keep pinching till the full roti is covered. Flip the roti and again roast from the patterned side.', 'Once both sides are lightly browned hold the roti with a tong, remove it from tawa and place it directly on flames.', 'Flip and roast from both the sides till its evenly cooked from both the sides.', 'Once done, switch off the stove and pour ghee on the roti and serve.', 'Your\xa0Rajasthani Khooba Roti is ready to be served with Makai Wali Bhindi\xa0or\xa0Pyaz\xa0ki sabzi..']"
Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe),Diet: Diabetic Friendly,Course: Lunch,"Spiced Khooba Roti is a slight variant of the traditionally prepared khooba roti. In Rajasthani households, this recipe is made very often for dinners. Khooba roti is made by pinching the surface of the flatbread to create impressions and to result in even cooking of the roti when held on fire with tongs.",['Cuisine: Rajasthani'],4.6,"['Khara Obbattu Recipe ', 'Radhaballabhi Recipe ', 'Onion Rava Bhakri Recipe', 'Butter Garlic Naan']","['Whole Wheat Flour', 'Salt', 'Cumin seeds (Jeera)', 'Ghee']",20 M, 15 M, 35 M, 4 Servings,"['To prepare Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe), in a large mixing bowl, add flour, salt, crushed cumin and ghee.', 'Mix together with your hand to form crumbs.', 'Now gradually add warm water and knead the flour to make a soft and pliable dough.', 'Cover the dough with a muslin cloth and allow it to rest for 10 mins.', 'Heat a flat iron tawa/skillet and meanwhile start making the roti.', 'Pinch a large lemon sized ball from the dough and roll it to make a ball.', 'Dust the counter well and roll out the dough ball to make a thick round roti.', 'Place the thick roti on the tawa and dry roast from bottom side.', 'While the roti is roasting from bottom, start pinching the top and make impressions. You can make impressions in any pattern you want.', 'Flip the roti and again roast from the patterned side.', 'Once both sides are lightly browned hold the roti with a tong, remove it from tawa and place it directly on flames.', ""Flip and roast from both sides till it's evenly cooked from all sides , place it on a plate and brush the patterned side with ghee."", 'Serve Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe) with with Rabodi Ki Sabzi Recipe and Besan Aur Mirch Ki Sabzi Recipe for dinner or lunch.']"
Rajasthani Dal Baaple Churma Recipe,Diet: Vegetarian,Course: Lunch,"Dal Baaple Churma is a traditional Rajasthani treat. The spicy dal with the sweet churma along with deep fried crunchy batis, its such a treat, which steals the heart and delights the taste buds. A platter of semi-sweet Churma, spicy Dal and deep-fried Baati, is one such traditional combination. Fresh baatis drowned in piping hot dal is a perfect accompaniment for churma.",['Cuisine: Rajasthani'],4.9,"['Rajasthani Khooba Roti Recipe', 'Rajasthani Sev Tamatar Ki Sabzi Recipe', 'Rajasthani Dal Muthiya Recipe']","['Whole Wheat Flour', 'Sooji (Semolina/ Rava)', 'Ghee', 'Caster Sugar', 'Whole Almonds (Badam)', 'Pistachios', 'Chana dal (Bengal Gram Dal)', 'Arhar dal (Split Toor Dal)', 'Green Moong Dal (Split)', 'Black Urad Dal (Split)', 'Pink Masoor Dal (Split)', 'Tomatoes', 'Turmeric powder (Haldi)', 'Red Chilli powder', 'Coriander Powder (Dhania)', 'Garam masala powder', 'Coriander (Dhania) Leaves', 'Ghee', 'Mustard seeds (Rai/ Kadugu)', 'Cumin seeds (Jeera)', 'Cloves (Laung)', 'Cinnamon Stick (Dalchini)', 'Asafoetida (hing)', 'Curry leaves', 'Kashmiri Red Chilli Powder', 'Bay leaf (tej patta)', 'Whole Wheat Flour', 'Sooji (Semolina/ Rava)', 'Gram flour (besan)', 'Ghee', 'Salt', 'Milk', 'Water', 'Lemon wedges', 'Green Chillies', 'Papad', 'Ghee']",25 M, 35 M, 60 M, 2 Servings,"['To begin making the Rajasthani Daal Baaple Churma recipe, we will first make the churma.', 'In a mixing bowl take wheat flour, semolina and ghee, add water to form a stiff dough. Make patties with your palms with a indentation at the centre as shown in the picture.', 'Heat ghee (you can use oil too) and deep fry the patties in hot oil till golden brown. Turn over and cook for even cooking, cook in low medium flame. Drain in tissue paper and set aside to cool down.', 'Once it is completely cool, break them into small pieces and grind it using a mixer. Grind it a little coarse.', 'Collect the mixture in a bowl, add castor sugar and mix well. Add almonds, pistachios along with ghee and give a quick mix. Your yummy sweet churma is ready!', 'The next step is to make the dal. Rinse the dals well and pressure cook for 5 whistles along with a pinch of turmeric powder, salt and 3 cups of water.', 'Once pressure releases, mash it well with a ladle and set aside.', ""In a pan heat ghee, add the items listed under 'To temper' and let it splutter."", 'Then add tomatoes along with red chilli, turmeric, coriander and garam masala along with salt and saute for few mins until raw smell of tomatoes leave!', 'Now add mashed dal and mix well. Let the dal boil for 5 mins, add little water if its too thick. Finally garnish with coriander leaves.', ""Now, we will make the baaple. In a mixing bowl, take all the ingredients listed under 'Baaple', mix well and knead it together to form a stiff dough."", 'Divide the dough into small balls and flatten them using your palms. Make a small indentation in the centre of the baaple using your thumb.', 'Now boil them into water until they comes up once they are totally boiled! And let them cool completely.', 'Then take a wok, put the ghee to deep fry the baaple until they become golden brown and drain then into tissue paper. (You could also arrange them into microwave are 180 degrees for 20-25 minutes to bake, but I personally prefer deep frying to make it more traditional)', 'So your delicious treat is ready! Serve it with papad chura, green chilli, lemon slice and sudh deshi ghee!', 'Serve Rajasthani Daal Baaple Churma on its own with\xa0Rajasthani Gatte Ki Sabzi\xa0as a side dish for our festive meal or a weekend lunch.']"
Rajasthani Dana Methi & Papad Ka Saag Recipe,Diet: Vegetarian,Course: Side Dish,"Rajasthani Dana Methi & Papad Ka Saag Recipe is a traditional recipe that is made often in most Rajasthani and Gujarati kitchens. Methi seeds are a way to naturally detox body, fills in with micro nutrients and powerful phyto- nutrients. Make this tasty side dish recipe to serve Rajasthani Dana Methi & Papad Ka Saag Recipe with Bajri Ki Roti or Missi Roti alongside raita.",['Cuisine: Rajasthani'],4.8,"['Gehun Ki Bikaneri Khichdi Recipe', 'Hare Chane Ki Burfi Recipe', 'Spicy Masala Khichia Recipe (Spicy Corn Flour Papad)', 'Baked Whole Wheat Masala Baati Recipe\xa0']","['Methi Seeds (Fenugreek Seeds)', 'Papads', 'Curd (Dahi / Yogurt)', 'Salt', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Cumin powder (Jeera)', 'Coriander Powder (Dhania)', 'Oil', 'Kasuri Methi (Dried Fenugreek Leaves)', 'Sultana Raisins', 'Mustard seeds (Rai/ Kadugu)', 'Cumin seeds (Jeera)', 'Asafoetida (hing)']",15 M, 10 M, 25 M, 4 Servings,"['To prepare Rajasthani Dana Methi Papad Ka Saag Recipe, wash and soak Dana methi/fenugreek seeds in clean water for about 15 minutes and bring to a boil till seeds swells up, but not burst out. Drain the water and keep boiled seeds aside.', 'In a bowl, take yogurt and add chilli powder, salt, turmeric powder, cumin powder and mix well to form a paste.', 'Heat oil in a wok, break Papads into pieces and fry in the oil.Take out fried papad pieces on a paper towel.', 'In the same Wok, Add mustard seeds, cumin seeds and asafoetida in hot oil. Add yogurt and spices mix paste and cook for 2-3 minutes, till it comes together and cooks well.', 'Add boiled Dana-Methi/fenugreek seeds and mix well. Add about 1-1.5 cup of water and bring to a boil.', 'Add fried papads and let it simmer for about 2-3 minutes.', 'Add fresh kasoori methi raisins, cover and simmer for 1-2 minutes and switch off the flame.', 'This Saag gravy will be absorbed/reduced further upon cooling. So keep the consistency accordingly while adding water.', 'Serve Rajasthani Dana Methi Papad Ka Saag Recipe hot with Bajri Ki Roti or Missi Roti alongside raita.']"
Rajasthani Makki Ke Dhokle Recipe,Diet: Vegetarian,Course: Snack,Quintessential snack recipe that comes from Rajasthani cuisine. Makki ka dhokla or corn meal dhokla is one of the most loved delicacy of Rajasthan. I have shaped these dhoklas like South Indian Vadas to add an oomph. You can shape them in traditional rectangular form as well. Dhokla is a healthy snack option for diabetics and ideal recipe for those who are under a weight loss regime. Serve Rajasthani Makki ke Dhokle Recipe with hung curd and Panchmel dal during tea time.,['Cuisine: Rajasthani'],4.8,"['Gujarati Khaman Dhokla', 'Green Moong Dal Dhokla Recipe', 'Farali Dhokla Recipe', 'Bhaat na Muthia Dhokla Recipe']","['Corn meal', 'Peanut oil', 'Sesame seeds (Til seeds)', 'Papad khar', 'Salt', 'Red Chilli powder', 'Cloves (Laung)', 'Whole Black Peppercorns', 'Coriander (Dhania) Leaves', 'Methi Leaves (Fenugreek Leaves)', 'Green peas (Matar)', 'Yellow Moong Dal (Split)', 'Lukewarm Water']",10 M, 25 M, 35 M, 4 Servings,"['To prepare Rajasthani Makki ke Dhokle Recipe, soak papad khar in warm water and keep aside.', 'Mix makki ka atta with all the mentioned spices, sesame seeds coriander, fenugreek leaves, peas and season with salt to make a dry crumble mix.', 'Add groundnut oil to the dry mix and soaked papad khar water. Knead to make a soft dough.', 'Use oil to grease hands while kneading to avoid dough sticking to the palm.', 'Pinch a ball and flatten to make a disk. Pierce your index finger in the center to make a hole.', 'Shape the dhoklas into a ring.', 'Heat water in a steamer or dhokla/idli maker and grease the plate.', 'Place the dhokla rings on the plate and steam for 20-25 mins or till the tooth pick inserted comes out clean.', 'Serve Rajasthani Makki ke Dhokle Recipe with hung curd and Panchmel dal.']"
Rajasthani Khoya Matar Sabzi Recipe,Diet: Vegetarian,Course: Lunch,"Rajasthani Khoya Matar Sabzi Recipe is a rich, creamy winter speciality, when the green peas are available in abundance. The khoya adds a delicious creamy texture to the gravy. The dish is mildly spiced with easy to available spices from the pantry. ",['Cuisine: Rajasthani'],4.9,"['Rajasthani Gatte Ki Sabzi Recipe', 'Panchmel Dal Recipe', 'Rabodi Ki Sabzi Recipe']","['Green peas (Matar)', 'Tomatoes', 'Ginger', 'Khoya (Mawa)', 'Cumin seeds (Jeera)', 'Cloves (Laung)', 'Turmeric powder (Haldi)', 'Kashmiri Red Chilli Powder', 'Garam masala powder', 'Ghee', 'Coriander (Dhania) Leaves', 'Salt']",10 M, 20 M, 30 M, 3 Servings,"['To begin making the Rajasthani Khoya Matar Sabzi Recipe, make the puree of the tomatoes and keep aside.', 'Heat ghee in a pan on medium heat, add cloves, cumin seeds and let it splutter.', 'Add the ginger paste and tomato puree, saute until the ghee separates.', 'Add the green peas and cook until the peas are well cooked with the lid closed.', 'Add the kashmiri turmeric, red chilli powder, garam masala and mix well. Add the khoya and saute till it comes together.', 'Add a cup of water, season with salt and let it simmer for 10 minutes and switch off the flame. Garnish with coriander leaves and serve hot.', 'Serve the Rajasthani Khoya Matar Sabzi Recipe along with flaky\xa0Tawa parathas\xa0for the weekend lunch.']"
Rajasthani Govind Gatta Curry Recipe,Diet: High Protein Vegetarian,Course: Side Dish,Govind Gatta is a vegetarian curry that comes from Rajasthani/ Marwari Cuisine where the usual besan gatta is giving a royal texture by shaping it into stuffed balls and cooked in a rich curry made with mawa and curd. Govind Gatta Curry is also known as Shahi Gatte because of it's rich gravy. A perfect no onion-garlic recipe that is ideal for serving your royal guests in your dinner parties. Serve Rajasthani Govind Gatta Curry Recipe with Garlic Naan Without Yeast Recipe and Bharma Baingan Aur Pyaaz Ki Sabzi Recipe (Spicy Stuffed Brinjals With Onions).,['Cuisine: Rajasthani'],4.8,"['Assamese Bilahi Boror Tenga Recipe (Sour Curry With Red Lentil Fritters)', 'Potato And Peas In Coconut Milk Curry Recipe', 'Kasuri Methi Chole Recipe', 'Chettinad Beetroot Kurma Recipe']","['Gram flour (besan)', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Ajwain (Carom seeds)', 'Curd (Dahi / Yogurt)', 'Oil', 'Khoya (Mawa)', 'Green Chillies', 'Cashew nuts', 'Sultana Raisins', 'Dessicated Coconut', 'Salt', 'Khoya (Mawa)', 'Curd (Dahi / Yogurt)', 'Gram flour (besan)', 'Red Chilli powder', 'Turmeric powder (Haldi)', 'Cumin powder (Jeera)', 'Coriander Powder (Dhania)', 'Garam masala powder', 'Salt', 'Oil', 'Coriander (Dhania) Leaves', 'Cumin seeds (Jeera)', 'Mustard seeds (Rai/ Kadugu)', 'Asafoetida (hing)', 'Dry Red Chillies', 'Bay leaf (tej patta)']",15 M, 45 M, 60 M, 4 Servings,"['To begin making Rajasthani Govind Gatta Curry Recipe, in a large mixing bowl - add besan, curd, red\xa0chilli powder, turmeric, salt, carom seeds, oil and mix them well to form a dry crumble.', 'In a separate bowl, mix mawa, green chillies (optional), salt, chopped cashews, raisins and keep it aside.', 'Now add a little water to the dry besan mix and knead to make a firm dough.', 'Divide the dough to equal balls, take a ball and make a disc.', 'Take 1 tsp of filling and place in the center of the disc, fold in to cover from all sides and then roll to shape into a ball.', 'Do the same for rest of the dough and filling and keep aside.', 'Heat enough water in a pan and bring it to boil.', 'Carefully drop the prepared gattas in the boiling water and cook them well for 10-15 mins till you prick a toothpick, it should come out clean.', 'Strain the gattas and reuse the water to use in the\xa0gravy.', 'For making the curry, heat oil in a wok and add\xa0cumin\xa0seeds, mustard seeds, rey red chilies, bay leaf and asafoetida and wait till they splutter.', 'After they splutter add besan, mawa and saute them \xa0well till the raw smell goes off.', 'Now add red\xa0chilli powder ,\xa0cumin\xa0powder, turmeric,\xa0coriander\xa0powder, garam masala powder, salt and the restored water and bring it to boil.', 'Now add the gattas and cook them well for few minutes.', 'Whisk the curd well and add in the wok carefully. Stir them well and cook the\xa0gravy\xa0for few minutes till the oil float on the\xa0gravy.', 'Turn off the flames and garnish with fresh chopped coriander and serve Rajasthani Govind Gatta Curry Recipe with\xa0Garlic Naan Without Yeast Recipe\xa0and\xa0Bharma Baingan Aur Pyaaz Ki Sabzi Recipe (Spicy Stuffed Brinjals With Onions).']"
